14,0.167819
20,0.341141
23,0.319189
26,0.202533
48,0.149716
51,0.038680
53,0.039485
55,0.146430
69,0.367189
70,0.095947
76,0.155595
80,0.181640
88,0.073038
95,0.225399
103,0.054100
113,0.089435
133,0.187669
152,0.047236
155,0.116934
157,0.064242
164,0.842555
171,0.851304
178,0.043253
195,0.324091
212,0.950869
216,0.675961
226,0.896167
240,0.042921
247,0.160483
249,0.493253
257,0.069213
265,0.316425
275,0.444521
282,0.128008
285,0.082229
286,0.903733
295,0.039540
304,0.073072
305,0.930525
322,0.060961
337,0.065787
344,0.058054
349,0.058504
360,0.897565
379,0.810450
387,0.063487
390,0.117346
403,0.191422
414,0.046078
419,0.871282
421,0.955296
428,0.268958
429,0.069923
432,0.231560
452,0.085560
475,0.188680
487,0.902783
497,0.966077
505,0.041740
507,0.438469
527,0.870825
552,0.054074
558,0.108234
561,0.464617
572,0.852897
583,0.955459
584,0.751347
589,0.856428
594,0.047158
606,0.045486
609,0.805223
615,0.113779
630,0.908993
635,0.057942
638,0.037958
645,0.880788
652,0.763425
660,0.119817
661,0.379098
663,0.217770
680,0.517575
685,0.712303
686,0.966059
690,0.057084
691,0.219110
693,0.035073
695,0.252291
700,0.919776
703,0.110489
709,0.053117
713,0.965545
723,0.847577
726,0.165129
727,0.107955
733,0.906938
743,0.898893
751,0.048429
752,0.062948
758,0.060647
762,0.760518
768,0.793213
771,0.622213
788,0.084251
790,0.210511
791,0.127120
797,0.893561
802,0.104815
805,0.198762
819,0.769119
821,0.039685
825,0.452384
827,0.188283
833,0.927727
843,0.962140
844,0.910141
848,0.363307
853,0.097468
870,0.112693
872,0.067264
895,0.064222
901,0.203589
911,0.114168
912,0.068780
916,0.152621
921,0.050280
935,0.957535
940,0.039795
961,0.909188
963,0.057387
980,0.442225
994,0.084881
1005,0.115225
1006,0.480581
1007,0.110529
1015,0.183428
1024,0.058543
1030,0.381804
1031,0.960522
1033,0.066173
1035,0.065669
1046,0.664178
1065,0.574177
1072,0.928885
1078,0.039807
1080,0.037747
1099,0.047591
1103,0.285508
1133,0.044576
1145,0.105997
1147,0.071278
1150,0.040956
1164,0.950134
1174,0.076495
1181,0.551921
1182,0.032997
1213,0.274590
1223,0.071748
1225,0.376695
1235,0.702028
1240,0.627983
1243,0.082888
1252,0.061488
1253,0.546077
1255,0.962299
1274,0.863059
1278,0.045214
1285,0.120926
1288,0.149716
1289,0.142729
1290,0.284836
1297,0.851691
1306,0.047825
1311,0.064850
1313,0.516151
1340,0.051221
1342,0.957024
1349,0.921027
1352,0.073314
1353,0.105246
1357,0.044898
1363,0.069719
1365,0.369968
1377,0.034261
1381,0.825210
1390,0.063646
1391,0.061231
1393,0.565436
1394,0.113396
1399,0.041104
1405,0.249599
1409,0.061653
1413,0.946591
1422,0.057919
1427,0.217865
1442,0.104114
1446,0.059517
1451,0.087406
1458,0.292090
1469,0.214869
1472,0.068471
1476,0.053765
1486,0.893845
1489,0.819390
1496,0.097994
1500,0.273411
1502,0.114928
1520,0.033554
1541,0.957234
1556,0.087668
1575,0.069936
1576,0.681620
1587,0.754343
1597,0.962331
1600,0.282129
1614,0.882258
1618,0.046857
1621,0.704690
1625,0.122063
1632,0.055871
1637,0.389697
1645,0.909160
1647,0.108939
1650,0.939123
1660,0.573943
1686,0.166536
1687,0.915671
1701,0.288792
1714,0.649960
1728,0.949135
1738,0.740885
1756,0.683408
1769,0.063326
1783,0.079798
1785,0.949152
1796,0.530892
1807,0.044665
1812,0.844514
1815,0.156752
1822,0.049753
1823,0.805673
1827,0.037067
1863,0.136918
1871,0.933006
1901,0.958101
1909,0.954993
1918,0.955774
1928,0.800090
1936,0.844365
1939,0.897738
1943,0.052713
1953,0.044123
1956,0.084321
1966,0.514138
1968,0.324978
1971,0.765042
1975,0.395026
1996,0.952111
2028,0.082262
2062,0.456791
2063,0.074496
2064,0.486300
2070,0.097056
2072,0.064647
2089,0.446412
2090,0.092858
2093,0.031767
2098,0.655750
2099,0.124849
2107,0.652249
2108,0.140960
2117,0.326838
2121,0.614414
2134,0.578691
2135,0.235668
2158,0.836546
2159,0.942317
2160,0.053721
2177,0.904848
2188,0.613315
2189,0.070430
2203,0.048501
2247,0.908411
2253,0.158436
2262,0.480941
2266,0.626046
2271,0.228943
2274,0.871153
2279,0.086083
2290,0.665858
2302,0.508818
2304,0.080546
2312,0.735025
2316,0.286738
2318,0.930791
2323,0.935666
2327,0.855110
2333,0.053786
2338,0.930942
2339,0.130458
2347,0.373806
2351,0.136429
2355,0.113379
2365,0.953730
2367,0.060761
2385,0.058030
2389,0.300732
2390,0.204265
2393,0.051539
2396,0.152674
2404,0.938064
2406,0.798359
2407,0.472461
2426,0.679307
2435,0.036955
2463,0.737451
2466,0.182219
2469,0.106985
2472,0.077168
2482,0.111126
2498,0.679650
2501,0.469699
2506,0.544959
2513,0.952362
2516,0.079030
2518,0.220547
2536,0.104698
2541,0.596499
2553,0.822636
2565,0.206810
2571,0.443820
2572,0.046552
2574,0.174057
2577,0.552438
2592,0.049602
2596,0.285415
2600,0.901528
2601,0.062070
2602,0.502058
2606,0.054382
2609,0.954542
2612,0.263254
2620,0.938151
2635,0.065277
2640,0.808137
2642,0.171176
2653,0.813167
2654,0.906087
2667,0.206446
2676,0.100653
2679,0.040359
2690,0.272113
2693,0.088507
2706,0.043407
2711,0.539969
2712,0.475413
2715,0.060267
2722,0.922706
2723,0.156004
2728,0.065372
2733,0.076146
2736,0.945969
2742,0.965021
2744,0.229849
2747,0.055056
2748,0.093261
2749,0.307725
2753,0.861175
2756,0.067369
2765,0.196441
2798,0.075166
2806,0.923147
2814,0.833958
2815,0.200305
2817,0.945857
2824,0.967782
2828,0.324938
2850,0.946054
2854,0.586036
2862,0.087710
2874,0.341818
2881,0.173074
2902,0.713621
2906,0.957645
2910,0.291506
2912,0.069000
2931,0.966234
2932,0.882437
2936,0.064312
2948,0.112294
2965,0.830900
2970,0.441268
2975,0.949101
2977,0.796524
2983,0.394343
2994,0.170845
3002,0.076167
3008,0.119197
3009,0.925009
3017,0.050494
3018,0.066934
3019,0.086641
3021,0.836208
3068,0.139951
3074,0.535039
3100,0.130812
3102,0.106840
3111,0.444210
3112,0.915346
3152,0.140668
3161,0.115140
3166,0.274852
3171,0.205715
3193,0.073976
3214,0.763225
3250,0.038041
3253,0.232377
3254,0.646814
3258,0.245003
3260,0.033009
3284,0.323872
3286,0.688693
3330,0.196330
3331,0.058237
3338,0.082935
3339,0.046898
3349,0.802007
3353,0.473578
3354,0.856885
3355,0.389114
3359,0.030957
3376,0.804386
3388,0.057452
3421,0.303541
3424,0.386122
3425,0.962448
3426,0.084971
3460,0.599242
3483,0.690299
3486,0.032875
3487,0.937395
3496,0.227400
3501,0.180119
3502,0.095004
3510,0.948395
3512,0.411898
3524,0.947114
3539,0.910144
3544,0.108895
3566,0.125700
3586,0.135022
3598,0.046818
3604,0.098038
3606,0.071540
3623,0.059501
3626,0.946497
3634,0.741149
3649,0.399498
3652,0.247726
3666,0.032611
3673,0.602352
3689,0.118129
3694,0.159329
3705,0.129269
3714,0.081752
3724,0.674822
3734,0.257682
3737,0.533146
3744,0.727699
3760,0.042965
3768,0.419323
3784,0.162301
3785,0.481785
3794,0.255207
3798,0.225077
3802,0.676027
3811,0.246580
3829,0.074622
3837,0.897249
3843,0.209669
3867,0.333060
3878,0.509817
3881,0.118524
3887,0.689188
3889,0.836898
3898,0.801816
3914,0.718429
3915,0.050412
3917,0.934293
3925,0.352234
3931,0.708963
3934,0.256053
3935,0.207566
3939,0.074608
3940,0.877577
3956,0.096675
3960,0.959520
3962,0.073499
3972,0.463761
3999,0.049286
4000,0.945772
4001,0.894311
4003,0.969380
4018,0.922469
4025,0.967949
4031,0.759958
4048,0.893346
4077,0.882917
4083,0.920590
4091,0.944282
4093,0.961948
4097,0.968377
4108,0.969519
4111,0.967475
4125,0.950577
4130,0.967234
4133,0.113213
4136,0.573462
4164,0.844945
4169,0.969844
4178,0.080304
4186,0.099160
4192,0.036601
4206,0.955286
4217,0.134441
4227,0.047488
4232,0.276912
4238,0.400035
4249,0.041599
4256,0.185900
4261,0.059574
4272,0.273204
4306,0.736010
4317,0.046380
4319,0.145339
4325,0.043219
4331,0.086150
4344,0.658538
4348,0.873504
4369,0.037759
4373,0.104712
4374,0.035943
4377,0.053042
4378,0.962591
4383,0.101651
4397,0.053360
4405,0.064026
4409,0.125288
4410,0.092565
4420,0.301686
4423,0.088386
4437,0.061720
4440,0.067063
4447,0.142312
4451,0.953333
4456,0.243123
4457,0.969005
4466,0.054522
4468,0.167514
4470,0.334923
4474,0.814319
4483,0.143070
4486,0.860483
4487,0.825347
4512,0.956905
4530,0.401226
4533,0.147014
4538,0.967138
4555,0.954924
4559,0.858031
4561,0.253232
4587,0.306240
4593,0.971072
4595,0.271580
4598,0.391661
4600,0.065099
4604,0.052622
4616,0.122942
4624,0.906988
4625,0.146762
4651,0.455371
4660,0.499320
4667,0.955301
4670,0.247814
4671,0.488061
4676,0.061025
4692,0.889841
4714,0.944813
4728,0.943364
4742,0.970773
4743,0.967912
4748,0.125081
4759,0.918155
4765,0.093716
4770,0.877181
4777,0.043649
4781,0.935727
4785,0.110654
4789,0.966460
4792,0.911801
4796,0.037414
4802,0.185829
4817,0.210325
4818,0.591862
4823,0.966853
4827,0.396810
4837,0.966987
4838,0.895593
4861,0.785912
4875,0.949155
4887,0.918621
4898,0.057409
4937,0.143779
4952,0.451823
4954,0.717113
4998,0.510581
5008,0.812199
5009,0.060281
5028,0.433469
5046,0.930018
5058,0.087332
5059,0.046665
5061,0.931750
5062,0.208256
5067,0.079679
5072,0.098024
5081,0.208151
5084,0.069125
5101,0.526564
5103,0.947376
5120,0.947854
5126,0.657252
5137,0.897778
5139,0.808737
5146,0.970724
5149,0.069585
5162,0.964464
5166,0.830071
5177,0.037599
5181,0.069054
5187,0.045805
5190,0.968089
5194,0.937789
5205,0.814051
5207,0.079283
5211,0.060564
5215,0.183868
5229,0.609436
5230,0.962811
5245,0.857541
5256,0.958693
5268,0.775353
5274,0.955468
5276,0.108334
5277,0.931318
5285,0.396277
5287,0.553817
5309,0.512537
5311,0.124321
5326,0.083202
5333,0.912415
5348,0.587125
5351,0.703390
5357,0.033584
5361,0.900326
5371,0.109236
5384,0.251058
5387,0.965605
5393,0.035679
5396,0.039112
5423,0.958921
5438,0.141499
5447,0.931333
5456,0.113894
5461,0.043537
5479,0.202385
5489,0.861403
5490,0.967661
5493,0.034674
5500,0.817883
5508,0.064066
5510,0.959292
5519,0.796959
5538,0.173308
5546,0.844983
5548,0.961706
5557,0.928683
5558,0.966666
5569,0.757729
5591,0.814106
5608,0.306478
5609,0.240119
5614,0.953232
5621,0.948778
5623,0.955632
5625,0.466909
5642,0.430491
5666,0.921972
5667,0.966397
5673,0.926103
5685,0.742874
5689,0.051815
5702,0.885502
5716,0.037174
5727,0.042756
5729,0.880159
5742,0.961456
5743,0.110900
5750,0.945050
5752,0.940672
5761,0.420936
5762,0.945777
5768,0.933691
5777,0.944934
5781,0.721534
5785,0.252809
5792,0.036619
5793,0.562886
5800,0.963599
5813,0.964478
5814,0.966297
5827,0.947117
5841,0.634850
5842,0.735314
5843,0.642488
5857,0.949046
5866,0.081116
5869,0.959341
5870,0.911840
5878,0.042946
5888,0.891872
5892,0.139010
5917,0.901748
5918,0.061026
5924,0.935650
5937,0.947112
5941,0.670199
5947,0.035868
5950,0.753837
5961,0.849857
5963,0.320354
5966,0.942119
5971,0.947138
5986,0.790044
5999,0.934576
6007,0.950393
6023,0.195623
6032,0.909760
6036,0.708270
6039,0.283993
6042,0.701254
6046,0.971588
6065,0.044589
6069,0.089910
6073,0.957017
6078,0.564874
6095,0.359237
6109,0.059995
6111,0.953433
6113,0.967205
6119,0.968359
6132,0.054531
6135,0.819940
6157,0.812486
6162,0.074913
6189,0.736776
6193,0.042632
6194,0.787692
6200,0.960646
6201,0.059536
6210,0.547218
6218,0.699424
6222,0.054613
6228,0.035022
6234,0.254783
6254,0.965639
6263,0.938976
6276,0.822120
6279,0.037827
6293,0.806517
6294,0.042368
6300,0.908452
6301,0.050247
6304,0.967105
6324,0.064641
6344,0.968783
6353,0.191048
6356,0.609235
6371,0.896131
6380,0.948588
6391,0.104896
6398,0.144958
6399,0.821419
6419,0.922745
6427,0.099975
6429,0.077951
6439,0.568045
6441,0.782197
6468,0.099571
6470,0.130125
6475,0.056842
6497,0.259522
6500,0.685607
6501,0.969977
6510,0.042982
6512,0.966935
6522,0.740426
6539,0.036255
6546,0.049602
6565,0.067041
6566,0.962393
6573,0.540914
6578,0.957283
6579,0.706774
6583,0.927409
6591,0.073766
6602,0.058594
6604,0.107382
6609,0.868386
6616,0.720629
6617,0.912288
6618,0.810871
6619,0.048463
6634,0.261255
6646,0.776414
6650,0.166695
6651,0.845227
6662,0.079120
6664,0.093221
6680,0.753791
6686,0.042299
6689,0.966472
6699,0.043074
6704,0.216171
6718,0.139410
6720,0.960553
6726,0.932965
6732,0.417064
6771,0.078332
6772,0.057022
6776,0.970445
6780,0.100112
6783,0.928438
6789,0.970736
6810,0.969814
6815,0.964502
6819,0.181636
6822,0.965305
6827,0.072746
6830,0.284765
6832,0.954473
6836,0.249305
6844,0.039775
6853,0.191428
6857,0.930120
6859,0.328490
6867,0.335560
6882,0.200139
6884,0.200324
6894,0.922679
6895,0.924979
6906,0.294031
6908,0.836297
6909,0.118779
6915,0.690247
6924,0.767484
6928,0.963614
6939,0.135513
6940,0.731662
6943,0.065212
6944,0.937707
6961,0.958819
6968,0.523044
6973,0.936390
6974,0.426328
6984,0.954024
6988,0.037400
6995,0.064072
6996,0.916200
6999,0.830923
7006,0.266860
7017,0.334477
7021,0.945684
7038,0.966756
7040,0.951066
7047,0.955391
7053,0.577170
7056,0.029716
7073,0.321180
7075,0.969117
7080,0.170060
7081,0.860735
7105,0.923985
7126,0.555739
7132,0.046034
7157,0.968045
7172,0.971187
7175,0.728114
7178,0.212068
7181,0.347955
7193,0.111922
7194,0.966391
7201,0.968610
7218,0.085332
7219,0.721649
7221,0.843781
7232,0.964374
7236,0.329299
7241,0.918907
7244,0.953865
7257,0.197342
