14, 0.4011
20, 0.3459
23, 0.4698
26, 0.5039
48, 0.1685
51, 0.0300
53, 0.0651
55, 0.0407
69, 0.5233
70, 0.0352
76, 0.2077
80, 0.5018
88, 0.1106
95, 0.5188
103, 0.0471
113, 0.0578
133, 0.3742
152, 0.1082
155, 0.1936
157, 0.2610
164, 0.7233
171, 0.7509
178, 0.0838
195, 0.3378
212, 0.9588
216, 0.6224
226, 0.9754
240, 0.0279
247, 0.2470
249, 0.4941
257, 0.0546
265, 0.5087
275, 0.5375
282, 0.0849
285, 0.2268
286, 0.9667
295, 0.0389
304, 0.1073
305, 0.9736
322, 0.0287
337, 0.0698
344, 0.0375
349, 0.1356
360, 0.8394
379, 0.9585
387, 0.1085
390, 0.0854
403, 0.2281
414, 0.0414
419, 0.9712
421, 0.9677
428, 0.3708
429, 0.0694
432, 0.1006
452, 0.1619
475, 0.3610
487, 0.8917
497, 0.9772
505, 0.0442
507, 0.7911
527, 0.9765
552, 0.0381
558, 0.3919
561, 0.3531
572, 0.8851
583, 0.9502
584, 0.8678
589, 0.7335
594, 0.0945
606, 0.0658
609, 0.6657
615, 0.4446
630, 0.6777
635, 0.3593
638, 0.0365
645, 0.8863
652, 0.7166
660, 0.1170
661, 0.5704
663, 0.4365
680, 0.7576
685, 0.6400
686, 0.9777
690, 0.0398
691, 0.2047
693, 0.0502
695, 0.5125
700, 0.9064
703, 0.2292
709, 0.0406
713, 0.9777
723, 0.7831
726, 0.1920
727, 0.2836
733, 0.7888
743, 0.8788
751, 0.0279
752, 0.0294
758, 0.0625
762, 0.5812
768, 0.9770
771, 0.5581
788, 0.1554
790, 0.0890
791, 0.1016
797, 0.9622
802, 0.1621
805, 0.2301
819, 0.8207
821, 0.0276
825, 0.5300
827, 0.2626
833, 0.9040
843, 0.9747
844, 0.9566
848, 0.5014
853, 0.0483
870, 0.0363
872, 0.0536
895, 0.0482
901, 0.5176
911, 0.2677
912, 0.2862
916, 0.3017
921, 0.0325
935, 0.9685
940, 0.0620
961, 0.8868
963, 0.0810
980, 0.5076
994, 0.2766
1005, 0.2390
1006, 0.4783
1007, 0.2378
1015, 0.3997
1024, 0.0495
1030, 0.4594
1031, 0.9111
1033, 0.1260
1035, 0.2104
1046, 0.5856
1065, 0.6209
1072, 0.9697
1078, 0.0370
1080, 0.0402
1099, 0.3113
1103, 0.3884
1133, 0.0946
1145, 0.2172
1147, 0.2169
1150, 0.0510
1164, 0.8578
1174, 0.0413
1181, 0.4846
1182, 0.0258
1213, 0.4053
1223, 0.0398
1225, 0.6248
1235, 0.6399
1240, 0.5709
1243, 0.2773
1252, 0.0277
1253, 0.5535
1255, 0.9349
1274, 0.9174
1278, 0.0269
1285, 0.1662
1288, 0.2229
1289, 0.4070
1290, 0.3978
1297, 0.6750
1306, 0.0375
1311, 0.0380
1313, 0.5333
1340, 0.1052
1342, 0.9386
1349, 0.9129
1352, 0.1563
1353, 0.2030
